filename,dance_genre,situation,camera_id,dancer_id,music_id,choreo_id,music_tempo,estimated_bpm_per_window_x,estimated_bpm_per_window_y,bpm_avg_x,bpm_avg_y,bpm_avg_xy,bpm_mode_x,bpm_mode_y,bpm_mode_xy,bpm_median_x,bpm_median_y,bpm_median_xy
gKR_sBM_cAll_d28_mKR3_ch03,gKR,sBM,cAll,d28,mKR3,ch03,110,[112. 111.],[ 88. 119.],111.5,103.5,107.5,111.0,88.0,88.0,111.5,103.5,111.5
gHO_sBM_cAll_d20_mHO5_ch01,gHO,sBM,cAll,d20,mHO5,ch01,135,[70. 70.],[103. 133.],70.0,118.0,94.0,70.0,103.0,70.0,70.0,118.0,86.5
gKR_sBM_cAll_d28_mKR2_ch03,gKR,sBM,cAll,d28,mKR2,ch03,100,[129. 142.],[144.  81.],135.5,112.5,124.0,129.0,81.0,81.0,135.5,112.5,135.5
gPO_sBM_cAll_d10_mPO3_ch03,gPO,sBM,cAll,d10,mPO3,ch03,110,[144. 142.],[90. 82.],143.0,86.0,114.5,142.0,82.0,82.0,143.0,86.0,116.0
gJS_sBM_cAll_d01_mJS3_ch03,gJS,sBM,cAll,d01,mJS3,ch03,110,[138. 124.],[107. 110.],131.0,108.5,119.75,124.0,107.0,107.0,131.0,108.5,117.0
gHO_sBM_cAll_d21_mHO5_ch10,gHO,sBM,cAll,d21,mHO5,ch10,135,[141. 137.],[103.  70.],139.0,86.5,112.75,137.0,70.0,70.0,139.0,86.5,120.0
gWA_sFM_cAll_d27_mWA1_ch16,gWA,sFM,cAll,d27,mWA1,ch16,90,[114. 131. 144.  85. 144. 100. 139. 106.],[133. 119.  89.  91.  95.  77. 125. 114.],120.38,105.38,112.875,144.0,77.0,114.0,122.5,104.5,114.0
gBR_sBM_cAll_d06_mBR2_ch05,gBR,sBM,cAll,d06,mBR2,ch05,100,[121.  70.],[137. 119.],95.5,128.0,111.75,70.0,119.0,70.0,95.5,128.0,120.0
gMH_sBM_cAll_d23_mMH0_ch05,gMH,sBM,cAll,d23,mMH0,ch05,80,[131. 131. 144.],[ 80. 108.  82.],135.33,90.0,112.66666666666667,131.0,80.0,131.0,131.0,82.0,119.5
gLO_sBM_cAll_d14_mLO0_ch01,gLO,sBM,cAll,d14,mLO0,ch01,80,[ 76. 106. 142.],[122. 143. 144.],108.0,136.33,122.16666666666667,76.0,122.0,76.0,106.0,143.0,132.0
gHO_sBM_cAll_d20_mHO0_ch01,gHO,sBM,cAll,d20,mHO0,ch01,110,[100. 113.],[81. 83.],106.5,82.0,94.25,100.0,81.0,81.0,106.5,82.0,91.5
gLO_sBM_cAll_d13_mLO1_ch02,gLO,sBM,cAll,d13,mLO1,ch02,90,[117. 144.],[ 97. 117.],130.5,107.0,118.75,117.0,97.0,117.0,130.5,107.0,117.0
gPO_sBM_cAll_d12_mPO5_ch08,gPO,sBM,cAll,d12,mPO5,ch08,130,[139. 135.],[108. 139.],137.0,123.5,130.25,135.0,108.0,139.0,137.0,123.5,137.0
gKR_sBM_cAll_d30_mKR5_ch08,gKR,sBM,cAll,d30,mKR5,ch08,130,[115.  99.],[128. 132.],107.0,130.0,118.5,99.0,128.0,99.0,107.0,130.0,121.5
gBR_sBM_cAll_d06_mBR5_ch04,gBR,sBM,cAll,d06,mBR5,ch04,130,[128.  98.],[ 77. 100.],113.0,88.5,100.75,98.0,77.0,77.0,113.0,88.5,99.0
gJS_sBM_cAll_d01_mJS2_ch03,gJS,sBM,cAll,d01,mJS2,ch03,100,[108.  99.],[74. 96.],103.5,85.0,94.25,99.0,74.0,74.0,103.5,85.0,97.5
gBR_sBM_cAll_d04_mBR1_ch03,gBR,sBM,cAll,d04,mBR1,ch03,90,[136. 135.],[80. 91.],135.5,85.5,110.5,135.0,80.0,80.0,135.5,85.5,113.0
gJS_sBM_cAll_d02_mJS0_ch10,gJS,sBM,cAll,d02,mJS0,ch10,80,[130.  96. 122.],[140. 140. 113.],116.0,131.0,123.5,96.0,140.0,140.0,122.0,140.0,126.0
gLO_sBM_cAll_d15_mLO4_ch01,gLO,sBM,cAll,d15,mLO4,ch01,120,[112. 127.],[129. 118.],119.5,123.5,121.5,112.0,118.0,112.0,119.5,123.5,122.5
gPO_sBM_cAll_d10_mPO1_ch02,gPO,sBM,cAll,d10,mPO1,ch02,90,[132. 144.],[133. 144.],138.0,138.5,138.25,132.0,133.0,144.0,138.0,138.5,138.5
gJS_sBM_cAll_d02_mJS4_ch08,gJS,sBM,cAll,d02,mJS4,ch08,120,[144. 144.],[144. 144.],144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0
gBR_sBM_cAll_d05_mBR4_ch06,gBR,sBM,cAll,d05,mBR4,ch06,120,[80. 88.],[123. 121.],84.0,122.0,103.0,80.0,121.0,80.0,84.0,122.0,104.5
gJS_sBM_cAll_d02_mJS5_ch03,gJS,sBM,cAll,d02,mJS5,ch03,130,[136. 112.],[ 81. 144.],124.0,112.5,118.25,112.0,81.0,81.0,124.0,112.5,124.0
gBR_sBM_cAll_d06_mBR3_ch06,gBR,sBM,cAll,d06,mBR3,ch06,110,[144. 110.],[ 87. 110.],127.0,98.5,112.75,110.0,87.0,110.0,127.0,98.5,110.0
gBR_sBM_cAll_d04_mBR2_ch07,gBR,sBM,cAll,d04,mBR2,ch07,100,[144. 100.],[144. 101.],122.0,122.5,122.25,100.0,101.0,144.0,122.0,122.5,122.5
gPO_sBM_cAll_d11_mPO1_ch01,gPO,sBM,cAll,d11,mPO1,ch01,90,[ 70. 113.],[131.  89.],91.5,110.0,100.75,70.0,89.0,70.0,91.5,110.0,101.0
gBR_sBM_cAll_d04_mBR0_ch05,gBR,sBM,cAll,d04,mBR0,ch05,80,[124. 109.  98.],[109. 124. 103.],110.33,112.0,111.16666666666667,98.0,103.0,109.0,109.0,109.0,109.0
gKR_sBM_cAll_d30_mKR5_ch01,gKR,sBM,cAll,d30,mKR5,ch01,130,[ 86. 130.],[102. 130.],108.0,116.0,112.0,86.0,102.0,130.0,108.0,116.0,116.0
gMH_sBM_cAll_d22_mMH1_ch06,gMH,sBM,cAll,d22,mMH1,ch06,90,[142. 111.],[70. 70.],126.5,70.0,98.25,111.0,70.0,70.0,126.5,70.0,90.5
gJS_sBM_cAll_d03_mJS3_ch09,gJS,sBM,cAll,d03,mJS3,ch09,110,[ 88. 139.],[ 87. 128.],113.5,107.5,110.5,88.0,87.0,87.0,113.5,107.5,108.0
gHO_sBM_cAll_d21_mHO2_ch08,gHO,sBM,cAll,d21,mHO2,ch08,120,[100.  98.],[113. 122.],99.0,117.5,108.25,98.0,113.0,98.0,99.0,117.5,106.5
gJB_sFM_cAll_d09_mJB0_ch15,gJB,sFM,cAll,d09,mJB0,ch15,80,[143. 136. 116. 120. 119.  70.  91. 142.],[120. 131. 144. 123. 122. 133. 128. 120.],117.12,127.62,122.375,70.0,120.0,120.0,119.5,125.5,122.5
gLO_sBM_cAll_d15_mLO4_ch09,gLO,sBM,cAll,d15,mLO4,ch09,120,[138.  82.],[103.  75.],110.0,89.0,99.5,82.0,75.0,75.0,110.0,89.0,92.5
gWA_sFM_cAll_d25_mWA0_ch01,gWA,sFM,cAll,d25,mWA0,ch01,80,[134. 144. 114. 141.  88. 144.  98.  97.],[144.  70. 124. 137. 137. 119.  70. 105.],120.0,113.25,116.625,144.0,70.0,144.0,124.0,121.5,121.5
gWA_sBM_cAll_d27_mWA5_ch01,gWA,sBM,cAll,d27,mWA5,ch01,130,[104.  97.],[124. 125.],100.5,124.5,112.5,97.0,124.0,97.0,100.5,124.5,114.0
gWA_sBM_cAll_d25_mWA0_ch03,gWA,sBM,cAll,d25,mWA0,ch03,80,[108. 124. 108.],[125. 127. 138.],113.33,130.0,121.66666666666667,108.0,125.0,108.0,108.0,127.0,124.5
gLH_sFM_cAll_d16_mLH5_ch06,gLH,sFM,cAll,d16,mLH5,ch06,130,[110. 126. 136. 144. 101.],[104. 128.  90.  94. 102.],123.4,103.6,113.5,101.0,90.0,90.0,126.0,102.0,107.0
gBR_sBM_cAll_d04_mBR1_ch06,gBR,sBM,cAll,d04,mBR1,ch06,90,[ 70. 135.],[ 99. 126.],102.5,112.5,107.5,70.0,99.0,70.0,102.5,112.5,112.5
gLH_sBM_cAll_d16_mLH0_ch03,gLH,sBM,cAll,d16,mLH0,ch03,80,[127. 142. 144.],[122.  81.  77.],137.67,93.33,115.5,127.0,77.0,77.0,142.0,81.0,124.5
gMH_sBM_cAll_d23_mMH5_ch10,gMH,sBM,cAll,d23,mMH5,ch10,130,[144. 144.],[ 82. 144.],144.0,113.0,128.5,144.0,82.0,144.0,144.0,113.0,144.0
gKR_sFM_cAll_d28_mKR2_ch03,gKR,sFM,cAll,d28,mKR2,ch03,100,[101. 131. 142. 141. 111. 131. 140.],[144.  94.  87. 128. 120. 129. 144.],128.14,120.86,124.5,131.0,144.0,131.0,131.0,128.0,130.0
gPO_sBM_cAll_d10_mPO2_ch05,gPO,sBM,cAll,d10,mPO2,ch05,100,[129. 144.],[108. 143.],136.5,125.5,131.0,129.0,108.0,108.0,136.5,125.5,136.0
gWA_sBM_cAll_d26_mWA5_ch01,gWA,sBM,cAll,d26,mWA5,ch01,130,[118.  96.],[ 70. 104.],107.0,87.0,97.0,96.0,70.0,70.0,107.0,87.0,100.0
gLO_sBM_cAll_d14_mLO4_ch10,gLO,sBM,cAll,d14,mLO4,ch10,120,[132.  86.],[103.  70.],109.0,86.5,97.75,86.0,70.0,70.0,109.0,86.5,94.5
gLH_sBM_cAll_d18_mLH3_ch03,gLH,sBM,cAll,d18,mLH3,ch03,110,[144. 118.],[ 80. 136.],131.0,108.0,119.5,118.0,80.0,80.0,131.0,108.0,127.0
gJS_sBM_cAll_d03_mJS4_ch04,gJS,sBM,cAll,d03,mJS4,ch04,120,[144. 120.],[143. 129.],132.0,136.0,134.0,120.0,129.0,120.0,132.0,136.0,136.0
gBR_sFM_cAll_d06_mBR4_ch18,gBR,sFM,cAll,d06,mBR4,ch18,120,[144.  72. 123.  93.  72. 101.],[144. 113.  92. 131. 129. 119.],100.83,121.33,111.08333333333333,72.0,92.0,72.0,97.0,124.0,116.0
gPO_sBM_cAll_d10_mPO0_ch01,gPO,sBM,cAll,d10,mPO0,ch01,80,[ 77. 141.  92.],[ 86. 105. 115.],103.33,102.0,102.66666666666667,77.0,86.0,77.0,92.0,105.0,98.5
gLO_sBM_cAll_d14_mLO0_ch02,gLO,sBM,cAll,d14,mLO0,ch02,80,[120. 129. 102.],[144. 136.  72.],117.0,117.33,117.16666666666667,102.0,72.0,72.0,120.0,136.0,124.5
gBR_sBM_cAll_d05_mBR4_ch01,gBR,sBM,cAll,d05,mBR4,ch01,120,[129.  91.],[94. 90.],110.0,92.0,101.0,91.0,90.0,90.0,110.0,92.0,92.5
gLH_sBM_cAll_d17_mLH5_ch02,gLH,sBM,cAll,d17,mLH5,ch02,130,[132. 131.],[129.  98.],131.5,113.5,122.5,131.0,98.0,98.0,131.5,113.5,130.0
gLO_sBM_cAll_d15_mLO4_ch08,gLO,sBM,cAll,d15,mLO4,ch08,120,[144. 144.],[109. 144.],144.0,126.5,135.25,144.0,109.0,144.0,144.0,126.5,144.0
gLH_sBM_cAll_d17_mLH1_ch09,gLH,sBM,cAll,d17,mLH1,ch09,90,[113.  82.],[127. 125.],97.5,126.0,111.75,82.0,125.0,82.0,97.5,126.0,119.0
gPO_sBM_cAll_d10_mPO1_ch03,gPO,sBM,cAll,d10,mPO1,ch03,90,[117. 143.],[ 87. 129.],130.0,108.0,119.0,117.0,87.0,87.0,130.0,108.0,123.0
gJB_sBM_cAll_d08_mJB4_ch07,gJB,sBM,cAll,d08,mJB4,ch07,120,[120. 138.],[ 79. 143.],129.0,111.0,120.0,120.0,79.0,79.0,129.0,111.0,129.0
