filename,dance_genre,situation,camera_id,dancer_id,music_id,choreo_id,music_tempo,X_a,Y_a,bpm_mode,bpm_median,mode_x,mode_y,median_x,median_y
gKR_sBM_cAll_d28_mKR3_ch03,gKR,sBM,cAll,d28,mKR3,ch03,110,162.0,111.8,165.0,134.0,165.0,165.0,165.0,165.0
gHO_sBM_cAll_d20_mHO5_ch01,gHO,sBM,cAll,d20,mHO5,ch01,135,153.75,147.12,169.0,157.5,104.0,104.0,169.5,169.5
gKR_sBM_cAll_d28_mKR2_ch03,gKR,sBM,cAll,d28,mKR2,ch03,100,139.2,136.8,139.0,139.5,139.0,139.0,139.0,139.0
gPO_sBM_cAll_d10_mPO3_ch03,gPO,sBM,cAll,d10,mPO3,ch03,110,130.4,148.6,112.0,134.5,112.0,112.0,118.0,118.0
gJS_sBM_cAll_d01_mJS3_ch03,gJS,sBM,cAll,d01,mJS3,ch03,110,149.8,170.0,122.0,164.5,122.0,122.0,148.0,148.0
gHO_sBM_cAll_d21_mHO5_ch10,gHO,sBM,cAll,d21,mHO5,ch10,135,99.5,134.38,102.0,116.0,102.0,102.0,102.0,102.0
gWA_sFM_cAll_d27_mWA1_ch16,gWA,sFM,cAll,d27,mWA1,ch16,90,132.0,148.4,118.0,139.0,118.0,118.0,118.0,118.0
gBR_sBM_cAll_d06_mBR2_ch05,gBR,sBM,cAll,d06,mBR2,ch05,100,133.8,110.4,99.0,106.0,179.0,179.0,109.0,109.0
gMH_sBM_cAll_d23_mMH0_ch05,gMH,sBM,cAll,d23,mMH0,ch05,80,160.0,160.6,160.0,160.0,159.0,159.0,159.0,159.0
gLO_sBM_cAll_d14_mLO0_ch01,gLO,sBM,cAll,d14,mLO0,ch01,80,151.4,137.2,166.0,149.0,166.0,166.0,165.0,165.0
gHO_sBM_cAll_d20_mHO0_ch01,gHO,sBM,cAll,d20,mHO0,ch01,110,86.2,109.8,83.0,99.0,83.0,83.0,86.0,86.0
gLO_sBM_cAll_d13_mLO1_ch02,gLO,sBM,cAll,d13,mLO1,ch02,90,179.0,112.0,179.0,159.5,179.0,179.0,179.0,179.0
gPO_sBM_cAll_d12_mPO5_ch08,gPO,sBM,cAll,d12,mPO5,ch08,130,122.62,172.12,115.0,156.5,115.0,115.0,115.0,115.0
gKR_sBM_cAll_d30_mKR5_ch08,gKR,sBM,cAll,d30,mKR5,ch08,130,108.12,127.12,97.0,122.0,97.0,97.0,98.0,98.0
gBR_sBM_cAll_d06_mBR5_ch04,gBR,sBM,cAll,d06,mBR5,ch04,130,162.38,136.75,132.0,148.5,166.0,166.0,166.5,166.5
gJS_sBM_cAll_d01_mJS2_ch03,gJS,sBM,cAll,d01,mJS2,ch03,100,139.4,157.4,112.0,151.5,112.0,112.0,151.0,151.0
gBR_sBM_cAll_d04_mBR1_ch03,gBR,sBM,cAll,d04,mBR1,ch03,90,105.0,164.33,179.0,178.0,67.0,67.0,69.5,69.5
gJS_sBM_cAll_d02_mJS0_ch10,gJS,sBM,cAll,d02,mJS0,ch10,80,126.6,142.6,118.0,136.0,118.0,118.0,118.0,118.0
gLO_sBM_cAll_d15_mLO4_ch01,gLO,sBM,cAll,d15,mLO4,ch01,120,137.0,150.0,179.0,138.0,179.0,179.0,111.0,111.0
gPO_sBM_cAll_d10_mPO1_ch02,gPO,sBM,cAll,d10,mPO1,ch02,90,120.83,124.83,127.0,128.5,127.0,127.0,127.5,127.5
